NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
1063 1238.32 1853.13 0.01 35.09 4.79 14.451535359939367 328.26286534975526 17.89679493071508 1
1071 529.22 1870.98 0.69 -55.28 2.26 5.692986592771826 328.3294922407309 17.898759930300237 1
1090 1506.15 1907.21 0.57 -72.5 1.87 3.228440314139948 328.237739690802 17.90106396295481 1
1102 61.25 1936.64 0.43 71.41 1.6 2.331092512943478 328.3722167320879 17.90401444544013 2
1124 1931.8 1990.64 0.23 47.54 3.34 11.708016899692439 328.1986057950059 17.907138851011418 1
1128 1348.63 2007.46 0.65 84.87 2.46 6.455534531289068 328.25246098930495 17.91008866252282 1
1168 152.98 46.97 0.49 -1.05 5.53 33.79438610964203 328.3655122390348 17.737284010099238 1
1169 162.18 47.8 0.72 -44.28 1.87 3.9593716206888607 328.36468289832635 17.73732423412633 1
1174 1994.46 78.18 0.43 8.53 3.24 8.634771119232724 328.1949957505965 17.738276264694296 1
1176 1271.42 86.73 0.33 73.3 5.2 22.724011085030345 328.2616477321142 17.73864788204175 1
1180 1696.43 93.94 0.14 9.75 3.04 6.258169335503453 328.22210548185484 17.739321111067976 1
1185 122.36 121.88 0.29 5.28 8.5 40.38351336421263 328.36839466258806 17.743811736445483 1
1187 1400.77 126.71 0.19 -68.19 4.44 9.631831200853041 328.249475220443 17.742092343989476 1
1190 113.63 139.77 0.45 -39.19 2.19 7.103578858376137 328.36920979416703 17.745379484302077 1
1205 322.49 220.29 0.54 30.14 5.89 27.26965254613647 328.3502658187576 17.751766842412344 1
1207 319.71 229.52 0.18 25.45 6.41 22.172963086451247 328.35052793767187 17.752579044956715 1
1213 1501.75 292.93 0.16 71.32 3.91 9.137448556649762 328.2397057998716 17.756652405230472 1
1220 786.07 425.59 0.3 50.52 3.09 8.350173282484345 328.3070237609754 17.76898622214421 1
1230 263.66 458.38 0.04 -83.64 2.39 3.284158302174929 328.3558095861006 17.772822904409647 1
1269 1054.12 1312.18 0.5 -73.0 4.79 13.862811256753549 328.2807616953079 17.848698346951895 1
1272 1008.17 1559.58 0.18 -50.97 1.78 3.054110186467808 328.28487082592443 17.870997736151146 1
1277 1478.42 1639.58 0.17 -43.36 4.3 8.824157355832682 328.2403509517734 17.877532848647746 1
1281 1205.59 1648.41 0.73 82.9 2.93 8.665093988110982 328.26608282152614 17.878721374300785 1
1312 1747.56 2038.88 0.29 -50.25 2.19 5.68430169615565 328.2154723191764 17.911859290465372 1
